date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:28:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:04%20GMT	https://nuvei.com/en-ca/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/index.html	(from https://nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/)
19:28:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:04%20GMT	https://nuvei.com/?p=16374	C:/My%20Web%20Sites/nuvei/nuvei.com/indexe228.html	(from https://nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/)
19:28:04	982/982	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22f598bd51f41f7585044a5edc57eac366-gzip%22	https://nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/feed/index.html	(from https://nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/)
19:28:05	3153/3153	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:06%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fevents%2Fwebinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed0fae	(from https://nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/)
19:28:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:07%20GMT	https://nuvei.com/en-ca/company/events/webinar-how-to-win-chinese-shoppers/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/events/webinar-how-to-win-chinese-shoppers/index.html	(from https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/)
19:28:07	2750/2750	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:07%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fevents%2Fwebinar-how-to-win-chinese-shoppers%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed6039.json	(from https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/)
19:28:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:08%20GMT	https://nuvei.com/?p=16424	C:/My%20Web%20Sites/nuvei/nuvei.com/indexdc9a.html	(from https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/)
19:28:07	847/847	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a9bd26848431c8046322b9ba848761b5-gzip%22	https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/feed/index.html	(from https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/)
19:28:08	2882/2882	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:10%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fevents%2Fwebinar-how-to-win-chinese-shoppers%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed9a11	(from https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/)
19:28:08	1160253/1160253	---M--	200	added ('OK')	image/png	etag:%22612f0b69-11b43d%22	https://nuvei.com/wp-content/uploads/2021/01/wp_1200x600.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/01/wp_1200x600.png	(from https://nuvei.com/company/events/webinar-how-travel-can-leverage-payment-technology-for-a-smart-covid-19-recovery/)
19:28:09	487218/487218	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b68-76f32%22	https://nuvei.com/wp-content/uploads/2021/01/Banner-resized.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/01/Banner-resized.jpg	(from https://nuvei.com/company/events/webinar-how-to-win-chinese-shoppers/)
19:28:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:11%20GMT	https://nuvei.com/en-ca/insights/articles/sbc-betting-on-sports-america/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/insights/articles/sbc-betting-on-sports-america/index.html	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:09	2715/2715	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:11%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Finsights%2Farticles%2Fsbc-betting-on-sports-america%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embede83b.json	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:09	850/850	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22e8e099136caf1abeddafdcad67e025bb-gzip%22	https://nuvei.com/insights/articles/sbc-betting-on-sports-america/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/articles/sbc-betting-on-sports-america/feed/index.html	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:11%20GMT	https://nuvei.com/?p=11342	C:/My%20Web%20Sites/nuvei/nuvei.com/index1895.html	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:10	2849/2849	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:12%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Finsights%2Farticles%2Fsbc-betting-on-sports-america%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed4f36	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:11	255483/255483	---M--	200	added ('OK')	image/png	etag:%22612f0b68-3e5fb%22	https://nuvei.com/wp-content/uploads/2020/12/Betting_on_Sports_628x525.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/12/Betting_on_Sports_628x525.png	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:13	3148/3148	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:13%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-announces-closing-of-us500-million-bought-deal-secondary-offering%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed96db.json	(from https://nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/)
19:28:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:13%20GMT	https://nuvei.com/en-ca/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/index.html	(from https://nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/)
19:28:13	971/971	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ac903cc67684c6dd0e5deb9b05e950f8-gzip%22	https://nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/)
19:28:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:15%20GMT	https://nuvei.com/?p=33807	C:/My%20Web%20Sites/nuvei/nuvei.com/index7af0.html	(from https://nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/)
19:28:14	3284/3284	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:15%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-announces-closing-of-us500-million-bought-deal-secondary-offering%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed8be2	(from https://nuvei.com/company/press-releases/nuvei-announces-closing-of-us500-million-bought-deal-secondary-offering/)
19:28:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:16%20GMT	https://nuvei.com/en-us/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-us/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/index.html	(from https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/)
19:28:16	2834/2834	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:16%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed659f.json	(from https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/)
19:28:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:17%20GMT	https://nuvei.com/?p=29980	C:/My%20Web%20Sites/nuvei/nuvei.com/indexbe6d.html	(from https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/)
19:28:16	949/949	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22854acb21e2d6b6caaa9cfc8d523b1508-gzip%22	https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/)
19:28:17	2966/2966	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:18%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedd8ec	(from https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/)
19:28:19	2878/2878	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:20%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed261b.json	(from https://nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/)
19:28:20	844470/844470	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b64-ce2b6%22	https://nuvei.com/wp-content/uploads/2021/05/UK-Payments.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/05/UK-Payments.jpg	(from https://nuvei.com/company/press-releases/nuvei-secures-scheme-licenses-to-process-uk-payments-post-brexit/)
19:28:20	961/961	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a900e5ae8710b736a1378faee9c2d914-gzip%22	https://nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/)
19:28:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:21%20GMT	https://nuvei.com/?p=33665	C:/My%20Web%20Sites/nuvei/nuvei.com/indexb0c4.html	(from https://nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/)
19:28:21	3010/3010	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:22%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed356c	(from https://nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/)
19:28:21	13120929/13120929	---M--	200	added ('OK')	image/png	etag:%22612f0b7c-c835a1%22	https://nuvei.com/wp-content/uploads/2020/12/Headshot-Umbi.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/12/Headshot-Umbi.png	(from https://nuvei.com/insights/articles/sbc-betting-on-sports-america/)
19:28:22	576807/576807	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b63-8cd27%22	https://nuvei.com/wp-content/uploads/2021/06/Voting.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/06/Voting.jpg	(from https://nuvei.com/company/press-releases/nuvei-announces-filing-of-amended-and-restated-base-shelf-prospectus/)
19:28:24	3251/3251	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:24%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embeda9f3.json	(from https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/)
19:28:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:24%20GMT	https://nuvei.com/en-us/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-us/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/index.html	(from https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/)
19:28:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:25%20GMT	https://nuvei.com/?p=30005	C:/My%20Web%20Sites/nuvei/nuvei.com/indexb2aa.html	(from https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/)
19:28:24	1132/1132	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%224250a2bb9d3bca6edb81bd15b5c47d81-gzip%22	https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/)
19:28:25	3395/3395	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:26%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedbc88	(from https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/)
19:28:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:27%20GMT	https://nuvei.com/en-ca/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/)
19:28:26	518397/518397	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b63-7e8fd%22	https://nuvei.com/wp-content/uploads/2021/12/Voting-Yes.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/12/Voting-Yes.jpg	(from https://nuvei.com/company/press-releases/nuvei-announces-voting-results-of-its-annual-shareholders-meeting-and-appointment-of-general-counsel-and-corporate-secretary/)
19:28:26	2814/2814	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:27%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-participate-in-upcoming-investor-conferences-june-2021%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed311a.json	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/)
19:28:26	936/936	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2243757038289aca305d8e6a4c7b403c90-gzip%22	https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/)
19:28:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:28%20GMT	https://nuvei.com/?p=29932	C:/My%20Web%20Sites/nuvei/nuvei.com/indexb7ed.html	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/)
19:28:27	2946/2946	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:28%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-participate-in-upcoming-investor-conferences-june-2021%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed673d	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-june-2021/)
19:28:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:29%20GMT	https://nuvei.com/en-ca/company/press-releases/nuvei-to-be-added-to-msci-canada-index/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/press-releases/nuvei-to-be-added-to-msci-canada-index/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/)
19:28:28	2713/2713	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:29%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-be-added-to-msci-canada-index%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedab9d.json	(from https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/)
19:28:28	871/871	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22940c58f32093719904da5d8e715fe05c-gzip%22	https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/)
19:28:28	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:29%20GMT	https://nuvei.com/?p=29888	C:/My%20Web%20Sites/nuvei/nuvei.com/indexcdc8.html	(from https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/)
19:28:28	2845/2845	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:30%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-be-added-to-msci-canada-index%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed4206	(from https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/)
19:28:29	551845/551845	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b64-86ba5%22	https://nuvei.com/wp-content/uploads/2021/05/Header-MSCI.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/05/Header-MSCI.jpg	(from https://nuvei.com/company/press-releases/nuvei-to-be-added-to-msci-canada-index/)
19:28:30	2910/2910	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:31%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed3ffa.json	(from https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/)
19:28:30	1000/1000	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d4d06b61866d20fa4cab95797c6a0c44-gzip%22	https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/)
19:28:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:31%20GMT	https://nuvei.com/?p=29631	C:/My%20Web%20Sites/nuvei/nuvei.com/indexce12.html	(from https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/)
19:28:30	3044/3044	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:32%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed178b	(from https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/)
19:28:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:32%20GMT	https://nuvei.com/en-us/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-us/index.html	(from https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/)
19:28:31	679604/679604	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b64-a5eb4%22	https://nuvei.com/wp-content/uploads/2021/05/Sports-Betting-igaming-1.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/05/Sports-Betting-igaming-1.jpg	(from https://nuvei.com/company/press-releases/nuvei-granted-approval-to-process-sports-betting-and-igaming-payments-in-michigan/)
19:28:31	1024/1024	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%229d9ab5ea06c444341799d67b4887ae54-gzip%22	https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/)
19:28:31	2936/2936	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:28:33%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed9ea2.json	(from https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/)
19:28:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:28:33%20GMT	https://nuvei.com/?p=29604	C:/My%20Web%20Sites/nuvei/nuvei.com/index6e9c.html	(from https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/)
19:28:32	3068/3068	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:28:34%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedc42e	(from https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/)
19:28:33	61383/61383	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Sep%202021%2011:28:35%20GMT	https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/blank	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/blank	(from https://nuvei.com/company/press-releases/nuvei-research-reveals-growing-potential-of-optimized-payment-strategies-for-marketplaces/)
